test/success_rate,test/mean_Q,stats_o/mean,epoch,stats_g/std,stats_g/mean,stats_o/std,train/episode,train/success_rate,test/episode
0.037500000000000006,-1.4544945,0.0,0,1.0,0.0,1.0,100.0,0.03916666666666666,20.0
0.054166666666666675,-2.791427,0.0,1,1.0,0.0,1.0,200.0,0.036666666666666674,40.0
0.029166666666666664,-2.6297948,0.0,2,1.0,0.0,1.0,300.0,0.035833333333333335,60.0
0.05833333333333333,-3.200003,0.0,3,1.0,0.0,1.0,400.0,0.043333333333333335,80.0
0.016666666666666666,-3.3421564,0.0,4,1.0,0.0,1.0,500.0,0.04416666666666667,100.0
